Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875.zip,65,12
S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,167,24
S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231008T125524_20231008T125554_050674_061B12_A180.zip,S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,66,36
S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875.zip,S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,232,12
S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231020T125524_20231020T125554_050849_062107_9875.zip,S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,131,24
S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,101,12
S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98.zip,46,24
S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231101T125523_20231101T125553_051024_06270A_CED9.zip,S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,105,36
S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98.zip,147,12
S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,4,24
S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231113T125524_20231113T125553_051199_062D0F_C755.zip,S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,24,36
S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98.zip,S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,151,12
S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98.zip,S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,123,24
S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231125T125523_20231125T125553_051374_063317_FF98.zip,S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,207,36
S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,28,12
S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,56,24
S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231207T125523_20231207T125552_051549_063918_12CE.zip,S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,42,36
S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,84,12
S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,14,24
S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231219T125522_20231219T125552_051724_063F3C_C994.zip,S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,0,36
S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,98,12
S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,84,24
S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20231231T125521_20231231T125551_051899_06453F_C241.zip,S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,82,36
S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,14,12
S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,16,24
S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240112T125521_20240112T125550_052074_064B35_7379.zip,S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,85,36
S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,2,12
S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,71,24
S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240124T125520_20240124T125550_052249_065114_021D.zip,S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,129,36
S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,69,12
S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,127,24
S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240205T125520_20240205T125550_052424_06570A_8D90.zip,S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,77,36
S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,58,12
S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,8,24
S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240217T125520_20240217T125550_052599_065CEE_64BC.zip,S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,39,36
S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,50,12
S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,97,24
S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240229T125520_20240229T125550_052774_0662E9_61AC.zip,S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,39,36
S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,47,12
S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,11,24
S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240312T125520_20240312T125550_052949_0668DE_3C20.zip,S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,47,36
S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,58,12
S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,0,24
S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240324T125520_20240324T125550_053124_066F69_5AC4.zip,S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,30,36
S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,58,12
S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,28,24
S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240405T125521_20240405T125551_053299_067618_2A79.zip,S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,83,36
S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,30,12
S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,25,24
S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240417T125521_20240417T125551_053474_067D06_A892.zip,S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1.zip,153,36
S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,55,12
S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1.zip,183,24
S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240429T125521_20240429T125551_053649_0683E9_E520.zip,S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF.zip,177,36
S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1.zip,128,12
S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF.zip,122,24
S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240511T125521_20240511T125551_053824_068A89_4321.zip,S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515.zip,48,36
S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1.zip,S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF.zip,6,12
S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240523T125521_20240523T125551_053999_06908E_39C1.zip,S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515.zip,80,24
S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF.zip,S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515.zip,74,12
S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240604T125521_20240604T125551_054174_06969B_14FF.zip,S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262.zip,30,36
S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515.zip,S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262.zip,104,24
S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240616T125520_20240616T125550_054349_069CA9_1515.zip,S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137.zip,107,36
S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240710T125519_20240710T125549_054699_06A8D5_2262.zip,S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20240722T125519_20240722T125549_054874_06AEE3_C137.zip,3,12
